agno, mes, dia, valor
1983,04,27,718.00000
1983,04,28,760.00000
1983,04,29,887.00000
1983,04,30,891.00000
1983,05,01,865.00000
1983,05,02,812.00000
1983,05,03,755.00000
1983,05,04,730.00000
1983,05,05,917.00000
1983,05,06,952.00000
1983,05,07,867.00000
1983,05,08,798.00000
1983,05,09,740.00000
1983,05,10,691.00000
1983,05,11,661.00000
1983,05,12,630.00000
1983,05,13,605.00000
1983,05,14,579.00000
1983,05,15,594.00000
1983,05,16,617.00000
1983,05,17,692.00000
1983,05,18,824.00000
1983,05,19,863.00000
1983,05,20,831.00000
1983,05,21,1006.00000
1983,05,22,1094.00000
1983,05,23,954.00000
1983,05,24,876.00000
1983,05,25,835.00000
1983,05,26,798.00000
1983,05,27,811.00000
1983,05,28,835.00000
1983,05,29,921.00000
1983,05,30,1116.00000
1983,05,31,1279.00000
1983,06,01,1064.00000
1983,06,02,940.00000
1983,06,03,891.00000
1983,06,04,703.00000
1983,06,05,597.00000
1983,06,06,650.00000
1983,06,07,649.00000
1983,06,08,668.00000
1983,06,09,645.00000
1983,06,10,616.00000
1983,06,11,629.00000
1983,06,12,618.00000
1983,06,13,609.00000
1983,06,14,611.00000
1983,06,15,665.00000
1983,06,16,2323.00000
1983,06,17,3471.00000
1983,06,18,9221.00000
1983,06,19,5228.00000
1983,06,20,4165.00000
1983,06,21,3785.00000
1983,06,22,3174.00000
1983,06,23,2345.00000
1983,06,24,2036.00000
1983,06,25,1873.00000
1983,06,26,1684.00000
1983,06,27,1554.00000
1983,06,28,1459.00000
1983,06,29,1377.00000
1983,06,30,1301.00000
1983,07,01,1243.00000
1983,07,02,1286.00000
1983,07,03,1649.00000
1983,07,04,1774.00000
1983,07,05,2097.00000
1983,07,06,2981.00000
1983,07,07,2354.00000
1983,07,08,2101.00000
1983,07,09,1908.00000
1983,07,10,1728.00000
1983,07,11,1664.00000
1983,07,12,1709.00000
1983,07,13,1693.00000
1983,07,14,1597.00000
1983,07,15,2957.00000
1983,07,16,2374.00000
1983,07,17,2005.00000
1983,07,18,1804.00000
1983,07,19,1656.00000
1983,07,20,1595.00000
1983,07,21,1530.00000
1983,07,22,1448.00000
1983,07,23,1368.00000
1983,07,24,1303.00000
1983,07,25,1248.00000
1983,07,26,1175.00000
1983,07,27,1165.00000
1983,07,28,1149.00000
1983,07,29,1180.00000
1983,07,30,1118.00000
1983,07,31,1052.00000
1983,08,01,1008.00000
1983,08,02,974.00000
1983,08,03,961.00000
1983,08,04,965.00000
1983,08,05,1020.00000
1983,08,06,1724.00000
1983,08,07,1617.00000
1983,08,08,1397.00000
1983,08,09,1273.00000
1983,08,10,1228.00000
1983,08,11,1240.00000
1983,08,12,1546.00000
1983,08,13,1564.00000
1983,08,14,1473.00000
1983,08,15,1479.00000
1983,08,16,1342.00000
1983,08,17,1252.00000
1983,08,18,1196.00000
1983,08,19,1148.00000
1983,08,20,1109.00000
1983,08,21,1096.00000
1983,08,22,1105.00000
1983,08,23,1319.00000
1983,08,24,2072.00000
1983,08,25,2174.00000
1983,08,26,2287.00000
1983,08,27,2391.00000
1983,08,28,2222.00000
1983,08,29,1875.00000
1983,08,30,1686.00000
1983,08,31,1566.00000
1983,09,01,1452.00000
1983,09,02,1363.00000
1983,09,03,1306.00000
1983,09,04,1377.00000
1983,09,05,1658.00000
1983,09,06,1823.00000
1983,09,07,1560.00000
1983,09,08,1415.00000
1983,09,09,1310.00000
1983,09,10,1235.00000
1983,09,11,1195.00000
1983,09,12,1134.00000
1983,09,13,1117.00000
1983,09,14,1140.00000
1983,09,15,1143.00000
1983,09,16,1167.00000
1983,09,17,1190.00000
1983,09,18,1212.00000
1983,09,19,1152.00000
1983,09,20,1083.00000
1983,09,21,1056.00000
1983,09,22,1083.00000
1983,09,23,1073.00000
1983,09,24,1087.00000
1983,09,25,1161.00000
1983,09,26,1276.00000
1983,09,27,1549.00000
1983,09,28,1488.00000
1983,09,29,1366.00000
1983,09,30,1262.00000
1983,10,01,1204.00000
1983,10,02,1162.00000
1983,10,03,1163.00000
1983,10,04,1188.00000
1983,10,05,1230.00000
1983,10,06,1236.00000
1983,10,07,1262.00000
1983,10,08,1252.00000
1983,10,09,1293.00000
1983,10,10,1327.00000
1983,10,11,1280.00000
1983,10,12,1271.00000
1983,10,13,1263.00000
1983,10,14,1238.00000
1983,10,15,1252.00000
1983,10,16,1247.00000
1983,10,17,1266.00000
1983,10,18,1269.00000
1983,10,19,1280.00000
1983,10,20,1354.00000
1983,10,21,1280.00000
1983,10,22,1306.00000
1983,10,23,1902.00000
1983,10,24,1745.00000
1983,10,25,1642.00000
1983,10,26,1707.00000
1983,10,27,1639.00000
1983,10,28,1571.00000
1983,10,29,1536.00000
1983,10,30,1510.00000
1983,10,31,1460.00000
1983,11,01,1438.00000
1983,11,02,1579.00000
1983,11,03,1761.00000
1983,11,04,1710.00000
1983,11,05,1644.00000
1983,11,06,1515.00000
1983,11,07,1414.00000
1983,11,08,1328.00000
1983,11,09,1308.00000
1983,11,10,1280.00000
1983,11,11,1258.00000
1983,11,12,1214.00000
1983,11,13,1160.00000
1983,11,14,1097.00000
1983,11,15,1065.00000
1983,11,16,1081.00000
1983,11,17,1067.00000
1983,11,18,1029.00000
1983,11,19,993.00000
1983,11,20,947.00000
1983,11,21,905.00000
1983,11,22,889.00000
1983,11,23,872.00000
1983,11,24,846.00000
1983,11,25,840.00000
1983,11,26,830.00000
1983,11,27,812.00000
1983,11,28,788.00000
1983,11,29,760.00000
1983,11,30,750.00000
1983,12,01,701.00000
1983,12,02,670.00000
1983,12,03,646.00000
1983,12,04,626.00000
1983,12,05,603.00000
1983,12,06,575.00000
1983,12,07,569.00000
1983,12,08,579.00000
1983,12,09,592.00000
1983,12,10,584.00000
1983,12,11,548.00000
1983,12,12,546.00000
1983,12,13,546.00000
1983,12,14,510.00000
1983,12,15,505.00000
1983,12,16,487.00000
1983,12,17,463.00000
1983,12,18,434.00000
1983,12,19,425.00000
1983,12,20,399.00000
1983,12,21,376.00000
1983,12,22,366.00000
1983,12,23,358.00000
1983,12,24,346.00000
1983,12,25,337.00000
1983,12,26,338.00000
1983,12,27,314.00000
1983,12,28,312.00000
1983,12,29,335.00000
1983,12,30,341.00000
1983,12,31,312.00000
1984,01,01,301.00000
1984,01,02,275.00000
1984,01,03,262.00000
1984,01,04,258.00000
1984,01,05,259.00000
1984,01,06,257.00000
1984,01,07,262.00000
1984,01,08,293.00000
1984,01,09,393.00000
1984,01,10,369.00000
1984,01,11,298.00000
1984,01,12,297.00000
1984,01,13,286.00000
1984,01,14,267.00000
1984,01,15,257.00000
1984,01,16,242.00000
1984,01,17,225.00000
1984,01,18,224.00000
1984,01,19,231.00000
1984,01,20,226.00000
1984,01,21,228.00000
1984,01,22,228.00000
1984,01,23,226.00000
1984,01,24,228.00000
1984,01,25,211.00000
1984,01,26,222.00000
1984,01,27,223.00000
1984,01,28,222.00000
1984,01,29,226.00000
1984,01,30,223.00000
1984,01,31,227.00000
1984,02,01,213.00000
1984,02,02,207.00000
1984,02,03,201.00000
1984,02,04,198.00000
1984,02,05,203.00000
1984,02,06,199.00000
1984,02,07,199.00000
1984,02,08,196.00000
1984,02,09,200.00000
1984,02,10,208.00000
1984,02,11,216.00000
1984,02,12,237.00000
1984,02,13,340.00000
1984,02,14,332.00000
1984,02,15,267.00000
1984,02,16,250.00000
1984,02,17,238.00000
1984,02,18,232.00000
1984,02,19,212.00000
1984,02,20,210.00000
1984,02,21,206.00000
1984,02,22,207.00000
1984,02,23,228.00000
1984,02,24,226.00000
1984,02,25,242.00000
1984,02,26,232.00000
1984,02,27,247.00000
1984,02,28,316.00000
1984,02,29,308.00000
1984,03,01,263.00000
1984,03,02,247.00000
1984,03,03,248.00000
1984,03,04,248.00000
1984,03,05,249.00000
1984,03,06,246.00000
1984,03,07,235.00000
1984,03,08,243.00000
1984,03,09,241.00000
1984,03,10,249.00000
1984,03,11,243.00000
1984,03,12,245.00000
1984,03,13,243.00000
1984,03,14,231.00000
1984,03,15,237.00000
1984,03,16,235.00000
1984,03,17,248.00000
1984,03,18,245.00000
1984,03,19,236.00000
1984,03,20,221.00000
1984,03,21,219.00000
1984,03,22,242.00000
1984,03,23,251.00000
1984,03,24,258.00000
1984,03,25,269.00000
1984,03,26,285.00000
1984,03,27,319.00000
1984,03,28,315.00000
1984,03,29,286.00000
1984,03,30,265.00000
1984,03,31,276.00000
1984,04,01,288.00000
1984,04,02,310.00000
1984,04,03,279.00000
1984,04,04,232.00000
1984,04,05,237.00000
1984,04,06,252.00000
1984,04,07,265.00000
1984,04,08,278.00000
1984,04,09,286.00000
1984,04,10,262.00000
1984,04,11,251.00000
1984,04,12,256.00000
1984,04,13,248.00000
1984,04,14,247.00000
1984,04,15,283.00000
1984,04,16,310.00000
1984,04,17,343.00000
1984,04,18,370.00000
1984,04,19,371.00000
1984,04,20,356.00000
1984,04,21,343.00000
1984,04,22,335.00000
1984,04,23,329.00000
1984,04,24,322.00000
1984,04,25,320.00000
1984,04,26,331.00000
1984,04,27,334.00000
1984,04,28,340.00000
1984,04,29,337.00000
1984,04,30,327.00000
1984,05,01,338.00000
1984,05,02,480.00000
1984,05,03,938.00000
1984,05,04,2233.00000
1984,05,05,1592.00000
1984,05,06,1338.00000
1984,05,07,1136.00000
1984,05,08,960.00000
1984,05,09,867.00000
1984,05,10,794.00000
1984,05,11,743.00000
1984,05,12,699.00000
1984,05,13,674.00000
1984,05,14,656.00000
1984,05,15,629.00000
1984,05,16,653.00000
1984,05,17,746.00000
1984,05,18,953.00000
1984,05,19,1930.00000
1984,05,20,1603.00000
1984,05,21,1646.00000
1984,05,22,1918.00000
1984,05,23,2012.00000
1984,05,24,2604.00000
1984,05,25,4411.00000
1984,05,26,6289.00000
1984,05,27,5184.00000
1984,05,28,4137.00000
1984,05,29,2955.00000
1984,05,30,2245.00000
1984,05,31,1902.00000
1984,06,01,1796.00000
1984,06,02,1989.00000
1984,06,03,1740.00000
1984,06,04,1551.00000
1984,06,05,1417.00000
1984,06,06,1302.00000
1984,06,07,1224.00000
1984,06,08,1154.00000
1984,06,09,1126.00000
1984,06,10,1230.00000
1984,06,11,1658.00000
1984,06,12,1930.00000
1984,06,13,1718.00000
1984,06,14,1560.00000
1984,06,15,1463.00000
1984,06,16,1455.00000
1984,06,17,1627.00000
1984,06,18,1466.00000
1984,06,19,1331.00000
1984,06,20,1345.00000
1984,06,21,1425.00000
1984,06,22,1305.00000
1984,06,23,1204.00000
1984,06,24,1131.00000
1984,06,25,1083.00000
1984,06,26,1047.00000
1984,06,27,1117.00000
1984,06,28,1278.00000
1984,06,29,1769.00000
1984,06,30,2084.00000
1984,07,01,3515.00000
1984,07,02,6109.00000
1984,07,03,4923.00000
1984,07,04,5031.00000
1984,07,05,5128.00000
1984,07,06,4474.00000
1984,07,07,3871.00000
1984,07,08,3464.00000
1984,07,09,2861.00000
1984,07,10,2537.00000
1984,07,11,2651.00000
1984,07,12,2752.00000
1984,07,13,2321.00000
1984,07,14,2018.00000
1984,07,15,2191.00000
1984,07,16,3169.00000
1984,07,17,4917.00000
1984,07,18,6355.00000
1984,07,19,6048.00000
1984,07,20,4202.00000
1984,07,21,3269.00000
1984,07,22,2730.00000
1984,07,23,2391.00000
1984,07,24,2149.00000
1984,07,25,1995.00000
1984,07,26,1864.00000
1984,07,27,1731.00000
1984,07,28,1635.00000
1984,07,29,1528.00000
1984,07,30,1473.00000
1984,07,31,1489.00000
1984,08,01,1668.00000
1984,08,02,1585.00000
1984,08,03,1439.00000
1984,08,04,1394.00000
1984,08,05,1476.00000
1984,08,06,1590.00000
1984,08,07,1519.00000
1984,08,08,1435.00000
1984,08,09,1347.00000
1984,08,10,1295.00000
1984,08,11,1238.00000
1984,08,12,1281.00000
1984,08,13,1359.00000
1984,08,14,1253.00000
1984,08,15,1170.00000
1984,08,16,1108.00000
1984,08,17,1055.00000
1984,08,18,1034.00000
1984,08,19,1031.00000
1984,08,20,1103.00000
1984,08,21,1207.00000
1984,08,22,1163.00000
1984,08,23,1261.00000
1984,08,24,1215.00000
1984,08,25,1145.00000
1984,08,26,1064.00000
1984,08,27,1001.00000
1984,08,28,958.00000
1984,08,29,988.00000
1984,08,30,969.00000
1984,08,31,984.00000
1984,09,01,998.00000
1984,09,02,990.00000
1984,09,03,984.00000
1984,09,04,985.00000
1984,09,05,1027.00000
1984,09,06,1036.00000
1984,09,07,1028.00000
1984,09,08,1074.00000
1984,09,09,1101.00000
1984,09,10,1168.00000
1984,09,11,1361.00000
1984,09,12,1387.00000
1984,09,13,1315.00000
1984,09,14,1386.00000
1984,09,15,1781.00000
1984,09,16,1904.00000
1984,09,17,1717.00000
1984,09,18,1828.00000
1984,09,19,2457.00000
1984,09,20,3223.00000
1984,09,21,2980.00000
1984,09,22,2491.00000
1984,09,23,2274.00000
1984,09,24,2231.00000
1984,09,25,2019.00000
1984,09,26,1825.00000
1984,09,27,1677.00000
1984,09,28,1606.00000
1984,09,29,1558.00000
1984,09,30,1540.00000
1984,10,01,1658.00000
1984,10,02,1719.00000
1984,10,03,1628.00000
1984,10,04,1498.00000
1984,10,05,1422.00000
1984,10,06,1350.00000
1984,10,07,1308.00000
1984,10,08,1306.00000
1984,10,09,1317.00000
1984,10,10,1407.00000
1984,10,11,1763.00000
1984,10,12,2124.00000
1984,10,13,1979.00000
1984,10,14,1828.00000
1984,10,15,1697.00000
1984,10,16,1677.00000
1984,10,17,1735.00000
1984,10,18,1768.00000
1984,10,19,1688.00000
1984,10,20,1765.00000
1984,10,21,2262.00000
1984,10,22,2142.00000
1984,10,23,1992.00000
1984,10,24,2137.00000
1984,10,25,3117.00000
1984,10,26,4486.00000
1984,10,27,3248.00000
1984,10,28,2976.00000
1984,10,29,4630.00000
1984,10,30,4541.00000
1984,10,31,3454.00000
1984,11,01,2921.00000
1984,11,02,2753.00000
1984,11,03,2616.00000
1984,11,04,2484.00000
1984,11,05,2305.00000
1984,11,06,2238.00000
1984,11,07,2096.00000
1984,11,08,2040.00000
1984,11,09,2071.00000
1984,11,10,2076.00000
1984,11,11,1990.00000
1984,11,12,1880.00000
1984,11,13,1732.00000
1984,11,14,1658.00000
1984,11,15,1657.00000
1984,11,16,1679.00000
1984,11,17,1697.00000
1984,11,18,1728.00000
1984,11,19,1853.00000
1984,11,20,1923.00000
1984,11,21,1871.00000
1984,11,22,1814.00000
1984,11,23,1778.00000
1984,11,24,1722.00000
1984,11,25,1613.00000
1984,11,26,1542.00000
1984,11,27,1517.00000
1984,11,28,1580.00000
1984,11,29,1679.00000
1984,11,30,1774.00000
1984,12,01,1687.00000
1984,12,02,1562.00000
1984,12,03,1426.00000
1984,12,04,1352.00000
1984,12,05,1417.00000
1984,12,06,1484.00000
1984,12,07,1437.00000
1984,12,08,1342.00000
1984,12,09,1272.00000
1984,12,10,1222.00000
1984,12,11,1187.00000
1984,12,12,1175.00000
1984,12,13,1409.00000
1984,12,14,1269.00000
1984,12,15,1160.00000
1984,12,16,1126.00000
1984,12,17,1102.00000
1984,12,18,1076.00000
1984,12,19,1103.00000
1984,12,20,1138.00000
1984,12,21,1156.00000
1984,12,22,1121.00000
1984,12,23,1107.00000
1984,12,24,1098.00000
1984,12,25,1035.00000
1984,12,26,1008.00000
1984,12,27,981.00000
1984,12,28,981.00000
1984,12,29,1039.00000
1984,12,30,995.00000
1984,12,31,910.00000
1985,01,01,857.00000
1985,01,02,808.00000
1985,01,03,776.00000
1985,01,04,786.00000
1985,01,05,895.00000
1985,01,06,942.00000
1985,01,07,804.00000
1985,01,08,740.00000
1985,01,09,737.00000
1985,01,10,721.00000
1985,01,11,700.00000
1985,01,12,660.00000
1985,01,13,650.00000
1985,01,14,655.00000
1985,01,15,651.00000
1985,01,16,744.00000
1985,01,17,755.00000
1985,01,18,646.00000
1985,01,19,603.00000
1985,01,20,570.00000
1985,01,21,571.00000
1985,01,22,544.00000
1985,01,23,522.00000
1985,01,24,516.00000
1985,01,25,529.00000
1985,01,26,554.00000
1985,01,27,607.00000
1985,01,28,560.00000
1985,01,29,503.00000
1985,01,30,476.00000
1985,01,31,471.00000
1985,02,01,457.00000
1985,02,02,434.00000
1985,02,03,423.00000
1985,02,04,408.00000
1985,02,05,387.00000
1985,02,06,378.00000
1985,02,07,387.00000
1985,02,08,388.00000
1985,02,09,383.00000
1985,02,10,364.00000
1985,02,11,353.00000
1985,02,12,336.00000
1985,02,13,324.00000
1985,02,14,318.00000
1985,02,15,316.00000
1985,02,16,330.00000
1985,02,17,354.00000
1985,02,18,331.00000
1985,02,19,307.00000
1985,02,20,304.00000
1985,02,21,314.00000
1985,02,22,319.00000
1985,02,23,317.00000
1985,02,24,310.00000
1985,02,25,309.00000
1985,02,26,304.00000
1985,02,27,293.00000
1985,02,28,290.00000
1985,03,01,290.00000
1985,03,02,282.00000
1985,03,03,291.00000
1985,03,04,289.00000
1985,03,05,265.00000
1985,03,06,257.00000
1985,03,07,279.00000
1985,03,08,280.00000
1985,03,09,267.00000
1985,03,10,265.00000
1985,03,11,266.00000
1985,03,12,251.00000
1985,03,13,251.00000
1985,03,14,261.00000
1985,03,15,258.00000
1985,03,16,256.00000
1985,03,17,257.00000
1985,03,18,268.00000
1985,03,19,252.00000
1985,03,20,256.00000
1985,03,21,267.00000
1985,03,22,269.00000
1985,03,23,282.00000
1985,03,24,311.00000
1985,03,25,344.00000
1985,03,26,373.00000
1985,03,27,416.00000
1985,03,28,535.00000
1985,03,29,501.00000
1985,03,30,442.00000
1985,03,31,386.00000
1985,04,01,364.00000
1985,04,02,356.00000
1985,04,03,359.00000
1985,04,04,484.00000
1985,04,05,565.00000
1985,04,06,492.00000
1985,04,07,514.00000
1985,04,08,621.00000
1985,04,09,555.00000
1985,04,10,591.00000
1985,04,11,616.00000
1985,04,12,542.00000
1985,04,13,503.00000
1985,04,14,496.00000
1985,04,15,484.00000
1985,04,16,515.00000
1985,04,17,822.00000
1985,04,18,1148.00000
1985,04,19,934.00000
1985,04,20,804.00000
1985,04,21,725.00000
1985,04,22,674.00000
1985,04,23,621.00000
1985,04,24,594.00000
1985,04,25,580.00000
1985,04,26,582.00000
1985,04,27,584.00000
1985,04,28,621.00000
1985,04,29,614.00000
1985,04,30,557.00000
1985,05,01,537.00000
1985,05,02,507.00000
1985,05,03,499.00000
1985,05,04,488.00000
1985,05,05,472.00000
1985,05,06,466.00000
1985,05,07,452.00000
1985,05,08,459.00000
1985,05,09,453.00000
1985,05,10,460.00000
1985,05,11,453.00000
1985,05,12,448.00000
1985,05,13,455.00000
1985,05,14,462.00000
1985,05,15,497.00000
1985,05,16,652.00000
1985,05,17,680.00000
1985,05,18,1011.00000
1985,05,19,988.00000
1985,05,20,1093.00000
1985,05,21,1253.00000
1985,05,22,1589.00000
1985,05,23,1350.00000
1985,05,24,1544.00000
1985,05,25,3344.00000
1985,05,26,4501.00000
1985,05,27,3977.00000
1985,05,28,4924.00000
1985,05,29,6274.00000
1985,05,30,4028.00000
1985,05,31,3128.00000
1985,06,01,2901.00000
1985,06,02,2431.00000
1985,06,03,2087.00000
1985,06,04,2056.00000
1985,06,05,1985.00000
1985,06,06,1849.00000
1985,06,07,1696.00000
1985,06,08,1583.00000
1985,06,09,1492.00000
1985,06,10,1416.00000
1985,06,11,1355.00000
1985,06,12,1324.00000
1985,06,13,1406.00000
1985,06,14,1415.00000
1985,06,15,1787.00000
1985,06,16,1802.00000
1985,06,17,1673.00000
1985,06,18,1684.00000
1985,06,19,1752.00000
1985,06,20,1967.00000
1985,06,21,1967.00000
1985,06,22,1754.00000
1985,06,23,1615.00000
1985,06,24,1541.00000
1985,06,25,1563.00000
1985,06,26,1506.00000
1985,06,27,1435.00000
1985,06,28,1466.00000
1985,06,29,1865.00000
1985,06,30,2352.00000
1985,07,01,2697.00000
1985,07,02,3020.00000
1985,07,03,6062.00000
1985,07,04,6489.00000
1985,07,05,4434.00000
1985,07,06,3330.00000
1985,07,07,2801.00000
1985,07,08,3000.00000
1985,07,09,3953.00000
1985,07,10,3222.00000
1985,07,11,2575.00000
1985,07,12,2267.00000
1985,07,13,2052.00000
1985,07,14,1893.00000
1985,07,15,1761.00000
1985,07,16,1676.00000
1985,07,17,1678.00000
1985,07,18,1757.00000
1985,07,19,1690.00000
1985,07,20,1566.00000
1985,07,21,1483.00000
1985,07,22,1404.00000
1985,07,23,1372.00000
1985,07,24,1429.00000
1985,07,25,1371.00000
1985,07,26,1272.00000
1985,07,27,1211.00000
1985,07,28,1170.00000
1985,07,29,1167.00000
1985,07,30,1215.00000
1985,07,31,1201.00000
1985,08,01,1158.00000
1985,08,02,1054.00000
1985,08,03,1021.00000
1985,08,04,1008.00000
1985,08,05,1075.00000
1985,08,06,1208.00000
1985,08,07,1094.00000
1985,08,08,1019.00000
1985,08,09,927.00000
1985,08,10,914.00000
1985,08,11,885.00000
1985,08,12,829.00000
1985,08,13,826.00000
1985,08,14,875.00000
1985,08,15,1072.00000
1985,08,16,1115.00000
1985,08,17,1070.00000
1985,08,18,1069.00000
1985,08,19,1024.00000
1985,08,20,970.00000
1985,08,21,959.00000
1985,08,22,943.00000
1985,08,23,917.00000
1985,08,24,890.00000
1985,08,25,880.00000
1985,08,26,858.00000
1985,08,27,832.00000
1985,08,28,829.00000
1985,08,29,837.00000
1985,08,30,850.00000
1985,08,31,815.00000
1985,09,01,800.00000
1985,09,02,779.00000
1985,09,03,728.00000
1985,09,04,726.00000
1985,09,05,710.00000
1985,09,06,669.00000
1985,09,07,668.00000
1985,09,08,708.00000
1985,09,09,744.00000
1985,09,10,938.00000
1985,09,11,1024.00000
1985,09,12,1856.00000
1985,09,13,1938.00000
1985,09,14,1553.00000
1985,09,15,1328.00000
1985,09,16,1185.00000
1985,09,17,1094.00000
1985,09,18,1058.00000
1985,09,19,1010.00000
1985,09,20,995.00000
1985,09,21,991.00000
1985,09,22,1187.00000
1985,09,23,1086.00000
1985,09,24,1005.00000
1985,09,25,972.00000
1985,09,26,1087.00000
1985,09,27,1233.00000
1985,09,28,1092.00000
1985,09,29,1015.00000
1985,09,30,959.00000
1985,10,01,934.00000
1985,10,02,964.00000
1985,10,03,1054.00000
1985,10,04,1058.00000
1985,10,05,982.00000
1985,10,06,936.00000
1985,10,07,873.00000
1985,10,08,857.00000
1985,10,09,843.00000
1985,10,10,878.00000
1985,10,11,906.00000
1985,10,12,893.00000
1985,10,13,872.00000
1985,10,14,933.00000
1985,10,15,958.00000
1985,10,16,890.00000
1985,10,17,862.00000
1985,10,18,843.00000
1985,10,19,826.00000
1985,10,20,917.00000
1985,10,21,923.00000
1985,10,22,990.00000
1985,10,23,1054.00000
1985,10,24,982.00000
1985,10,25,929.00000
1985,10,26,883.00000
1985,10,27,918.00000
1985,10,28,1230.00000
1985,10,29,2300.00000
1985,10,30,1772.00000
1985,10,31,1482.00000
1985,11,01,1365.00000
1985,11,02,1248.00000
1985,11,03,1163.00000
1985,11,04,1129.00000
1985,11,05,1113.00000
1985,11,06,1119.00000
1985,11,07,1021.00000
1985,11,08,1029.00000
1985,11,09,1053.00000
1985,11,10,1292.00000
1985,11,11,1548.00000
1985,11,12,1441.00000
1985,11,13,1300.00000
1985,11,14,1217.00000
1985,11,15,1139.00000
1985,11,16,1067.00000
1985,11,17,1040.00000
1985,11,18,1003.00000
1985,11,19,961.00000
1985,11,20,968.00000
1985,11,21,970.00000
1985,11,22,921.00000
1985,11,23,876.00000
1985,11,24,867.00000
1985,11,25,845.00000
1985,11,26,798.00000
1985,11,27,767.00000
1985,11,28,731.00000
1985,11,29,702.00000
1985,11,30,671.00000
1985,12,01,659.00000
1985,12,02,647.00000
1985,12,03,645.00000
1985,12,04,601.00000
1985,12,05,558.00000
1985,12,06,534.00000
1985,12,07,523.00000
1985,12,08,503.00000
1985,12,09,509.00000
1985,12,10,492.00000
1985,12,11,461.00000
1985,12,12,447.00000
1985,12,13,452.00000
1985,12,14,418.00000
1985,12,15,425.00000
1985,12,16,407.00000
1985,12,17,373.00000
1985,12,18,357.00000
1985,12,19,365.00000
1985,12,20,341.00000
1985,12,21,327.00000
1985,12,22,330.00000
1985,12,23,331.00000
1985,12,24,323.00000
1985,12,25,320.00000
1985,12,26,319.00000
1985,12,27,277.00000
1985,12,28,302.00000
1985,12,29,315.00000
1985,12,30,296.00000
1985,12,31,284.00000
1986,01,01,284.00000
1986,01,02,279.00000
1986,01,03,247.00000
1986,01,04,228.00000
1986,01,05,231.00000
1986,01,06,221.00000
1986,01,07,214.00000
1986,01,08,223.00000
1986,01,09,243.00000
1986,01,10,241.00000
1986,01,11,249.00000
1986,01,12,253.00000
1986,01,13,254.00000
1986,01,14,265.00000
1986,01,15,266.00000
1986,01,16,266.00000
1986,01,17,258.00000
1986,01,18,254.00000
1986,01,19,253.00000
1986,01,20,243.00000
1986,01,21,232.00000
1986,01,22,232.00000
1986,01,23,233.00000
1986,01,24,240.00000
1986,01,25,238.00000
1986,01,26,232.00000
1986,01,27,218.00000
1986,01,28,210.00000
1986,01,29,204.00000
1986,01,30,221.00000
1986,01,31,221.00000
1986,02,01,226.00000
1986,02,02,230.00000
1986,02,03,238.00000
1986,02,04,225.00000
1986,02,05,215.00000
1986,02,06,215.00000
1986,02,07,209.00000
1986,02,08,195.00000
1986,02,09,184.00000
1986,02,10,184.00000
1986,02,11,182.00000
1986,02,12,179.00000
1986,02,13,187.00000
1986,02,14,208.00000
1986,02,15,220.00000
1986,02,16,241.00000
1986,02,17,313.00000
1986,02,18,292.00000
1986,02,19,253.00000
1986,02,20,240.00000
1986,02,21,229.00000
1986,02,22,231.00000
1986,02,23,232.00000
1986,02,24,239.00000
1986,02,25,229.00000
1986,02,26,223.00000
1986,02,27,239.00000
1986,02,28,287.00000
1986,03,01,296.00000
1986,03,02,274.00000
1986,03,03,256.00000
1986,03,04,243.00000
1986,03,05,230.00000
1986,03,06,232.00000
1986,03,07,228.00000
1986,03,08,228.00000
1986,03,09,233.00000
1986,03,10,261.00000
1986,03,11,254.00000
1986,03,12,322.00000
1986,03,13,341.00000
1986,03,14,315.00000
1986,03,15,364.00000
1986,03,16,411.00000
1986,03,17,402.00000
1986,03,18,359.00000
1986,03,19,494.00000
1986,03,20,522.00000
1986,03,21,442.00000
1986,03,22,395.00000
1986,03,23,367.00000
1986,03,24,350.00000
1986,03,25,329.00000
1986,03,26,317.00000
1986,03,27,317.00000
1986,03,28,318.00000
1986,03,29,308.00000
1986,03,30,294.00000
1986,03,31,284.00000
1986,04,01,281.00000
1986,04,02,293.00000
1986,04,03,363.00000
1986,04,04,528.00000
1986,04,05,508.00000
1986,04,06,455.00000
1986,04,07,457.00000
1986,04,08,413.00000
1986,04,09,432.00000
1986,04,10,423.00000
1986,04,11,438.00000
1986,04,12,521.00000
1986,04,13,497.00000
1986,04,14,463.00000
1986,04,15,434.00000
1986,04,16,407.00000
1986,04,17,409.00000
1986,04,18,416.00000
1986,04,19,514.00000
1986,04,20,715.00000
1986,04,21,1002.00000
1986,04,22,2433.00000
1986,04,23,1913.00000
1986,04,24,1332.00000
1986,04,25,1088.00000
1986,04,26,952.00000
1986,04,27,864.00000
1986,04,28,795.00000
1986,04,29,739.00000
1986,04,30,714.00000
1986,05,01,673.00000
1986,05,02,644.00000
1986,05,03,594.00000
1986,05,04,569.00000
1986,05,05,548.00000
1986,05,06,530.00000
1986,05,07,532.00000
1986,05,08,566.00000
1986,05,09,768.00000
1986,05,10,1444.00000
1986,05,11,1178.00000
1986,05,12,964.00000
1986,05,13,864.00000
1986,05,14,850.00000
1986,05,15,937.00000
1986,05,16,1804.00000
1986,05,17,3257.00000
1986,05,18,2525.00000
1986,05,19,3272.00000
1986,05,20,2919.00000
1986,05,21,2870.00000
1986,05,22,2741.00000
